Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
3314,Jules,39,Male,Philadelphia,2023-12-21,0.0
3315,Lucas,53,Female,San Antonio,2024-09-27,407.7
3316,Hugo,65,Male,Los Angeles,2023-01-19,119.8
3317,Louis,29,Male,Miami,2023-09-05,265.55
3318,Manon,29,Male,Seattle,2023-10-03,999.94
3319,Grace,51,Male,Los Angeles,2024-05-09,889.21
3320,Lucas,40,Female,Marseille,2023-04-10,38.9
3321,Lucas,46,Female,Miami,2023-08-13,348.95
3322,Lucas,28,Female,Phoenix,2024-06-30,200.42
3323,Louis,37,Female,San Antonio,2024-07-04,144.35
3324,Emma,24,Female,Phoenix,2023-11-15,230.45
3325,Noah,46,Male,Houston,2023-07-16,1013.6
3326,Ines,35,Male,Marseille,2023-05-06,149.99
3327,Emma,38,Female,Atlanta,2024-05-14,0.0
3328,Grace,38,Female,Los Angeles,2024-06-28,1046.5
3329,Grace,38,Female,Miami,2023-01-18,172.75
3330,Tom,35,Male,San Antonio,2024-04-10,222.1
3331,Charlie,19,Female,Houston,2023-10-16,392.6
3332,Sarah,45,Male,Lyon,2023-04-04,491.15
3333,Grace,36,Male,Marseille,2023-03-14,938.79
3334,Louis,41,Male,Seattle,2024-07-09,660.2
3335,Tom,25,Female,Miami,2023-05-30,1168.15
3336,Tom,42,Female,Lyon,2023-11-22,0.0
3337,Jules,42,Male,Chicago,2023-01-03,0.0
3338,Noah,31,Male,Philadelphia,2024-01-17,806.52
3339,Chloe,43,Male,Toulouse,2023-03-23,0.0
3340,Camille,37,Male,Nice,2024-08-25,95.82
3341,Nathan,51,Male,Boston,2023-03-29,0.0
3342,Ines,32,Female,Houston,2023-04-12,64.9
3343,Lucas,20,Female,Seattle,2024-08-10,51.0
3344,Manon,33,Female,San Antonio,2024-05-17,0.0
3345,Alice,29,Female,Miami,2023-12-05,0.0
3346,Ines,54,Male,Los Angeles,2024-04-06,711.95
3347,Ines,30,Female,Seattle,2023-03-06,69.95
3348,Chloe,22,Male,Phoenix,2024-04-08,0.0
3349,Manon,42,Female,Chicago,2024-10-19,500.74
3350,Lea,37,Male,Dallas,2023-04-10,922.24
3351,Lina,44,Male,Seattle,2024-03-10,170.55
3352,Tom,43,Female,New York,2023-03-16,0.0
3353,Noah,50,Male,Houston,2023-01-20,386.24
3354,Jules,45,Male,Nice,2023-07-25,714.5
3355,Louis,35,Female,Marseille,2023-04-14,124.5
3356,Bob,34,Male,Lyon,2023-10-18,395.0
3357,Adam,52,Female,Los Angeles,2024-10-02,177.9
3358,Ines,46,Female,Seattle,2024-10-30,483.57
3359,Manon,36,Female,Seattle,2023-02-17,0.0
3360,Noah,33,Female,Miami,2023-10-19,0.0
3361,Adam,50,Female,Denver,2023-07-21,307.3
3362,Lucas,34,Female,Boston,2024-06-06,452.0
3363,Tom,33,Female,Philadelphia,2024-05-18,128.65
3364,Manon,47,Female,Phoenix,2023-09-01,631.45
3365,Charlie,18,Female,Philadelphia,2023-12-19,225.7
3366,Lucas,18,Male,Houston,2023-10-18,533.41
3367,Alice,43,Female,San Antonio,2024-09-11,0.0
3368,Camille,53,Female,Houston,2024-01-12,296.2
3369,Emma,36,Male,Nice,2024-10-03,973.4
3370,Lea,53,Female,Dallas,2023-09-09,0.0
3371,Grace,31,Female,Los Angeles,2024-01-06,262.45
3372,Nathan,46,Male,Marseille,2024-09-03,421.2
3373,Lucas,37,Male,Dallas,2024-07-15,831.44
3374,Lea,44,Female,Toulouse,2024-03-29,179.5
3375,Jules,39,Female,San Antonio,2023-09-20,402.8
3376,Grace,48,Male,Houston,2023-02-19,36.9
3377,Chloe,32,Female,Chicago,2023-07-19,0.0
3378,Noah,25,Male,Toulouse,2024-08-10,249.5
3379,Nathan,32,Male,Philadelphia,2024-07-16,310.18
3380,Lucas,56,Male,Atlanta,2024-01-21,0.0
3381,Lea,55,Female,Chicago,2023-05-28,1272.19
3382,Chloe,43,Female,Lyon,2023-09-24,552.46
3383,Emma,37,Male,San Antonio,2024-10-02,0.0
3384,Adam,24,Male,Los Angeles,2024-10-26,139.8
3385,Jules,35,Female,Nice,2024-07-08,116.72
3386,Chloe,45,Female,Boston,2024-06-05,269.6
3387,Chloe,41,Male,Philadelphia,2023-09-18,112.45
3388,Noah,36,Female,Philadelphia,2023-09-18,0.0
3389,Emma,42,Female,Philadelphia,2023-10-09,259.8
3390,Hugo,38,Male,Phoenix,2023-03-20,257.05
3391,Adam,34,Female,Atlanta,2023-09-23,229.2
3392,Noah,26,Female,San Antonio,2024-10-03,0.0
3393,Charlie,37,Female,Dallas,2024-05-01,289.7
3394,Louis,47,Female,Nice,2024-08-16,51.4
3395,Grace,32,Male,Los Angeles,2023-06-01,463.75
3396,Jules,41,Female,Chicago,2023-04-08,0.0
3397,Alice,32,Male,Boston,2024-06-29,82.3
3398,Nathan,26,Female,Nice,2023-03-21,555.15
3399,Lucas,37,Female,Paris,2023-08-28,251.35
3400,Emma,32,Female,Marseille,2023-11-23,0.0
3401,Louis,28,Male,Houston,2024-06-09,91.25
3402,Adam,53,Male,Denver,2024-10-06,75.11
3403,Louis,30,Female,Marseille,2024-08-07,0.0
3404,Chloe,47,Male,Atlanta,2023-05-27,0.0
3405,Lea,50,Female,Phoenix,2024-06-21,0.0
3406,Alice,58,Male,Nice,2023-05-19,633.65
3407,Jules,31,Male,Marseille,2023-08-20,0.0
3408,Lea,23,Male,Marseille,2023-11-07,249.2
3409,Lea,42,Female,Houston,2023-03-20,958.09
3410,Hugo,53,Male,Los Angeles,2024-02-11,77.25
3411,Tom,19,Female,Philadelphia,2024-02-09,163.55
3412,Chloe,30,Male,Toulouse,2024-04-09,117.9
3413,Jules,38,Male,Phoenix,2024-08-02,67.85
3414,Lina,34,Female,Toulouse,2024-04-07,0.0
3415,Manon,29,Female,Denver,2024-07-30,107.8
3416,Tom,18,Male,Dallas,2023-04-03,0.0
3417,Camille,47,Male,Atlanta,2023-01-13,77.25
3418,Adam,31,Male,San Antonio,2024-07-07,455.28
3419,Noah,39,Female,Phoenix,2024-05-08,0.0
3420,Tom,43,Female,Los Angeles,2023-10-10,0.0
3421,Emma,35,Male,Dallas,2023-08-07,238.55
3422,Emma,52,Male,New York,2024-04-09,553.65
3423,Lea,33,Female,Seattle,2024-04-21,0.0
3424,Jules,58,Female,New York,2024-09-17,256.5
3425,Camille,54,Male,Paris,2024-09-27,0.0
3426,Sarah,53,Male,Chicago,2023-11-06,289.85
3427,Charlie,38,Female,Dallas,2023-08-18,379.0
3428,Bob,39,Male,Miami,2023-12-02,68.45
3429,Lina,52,Female,Los Angeles,2023-07-10,0.0
3430,Sarah,48,Male,Houston,2024-08-04,0.0
3431,Charlie,32,Male,Nice,2023-01-15,2223.26
3432,Ines,18,Female,Houston,2023-04-26,0.0
3433,Jules,40,Female,Toulouse,2023-06-30,0.0
3434,Grace,45,Male,Toulouse,2023-03-26,251.52
3435,Ines,29,Female,Denver,2023-07-30,887.15
3436,Adam,23,Male,Marseille,2023-09-30,107.7
3437,Louis,56,Male,Denver,2023-12-11,0.0
3438,Grace,18,Male,Los Angeles,2024-10-29,129.6
3439,Nathan,21,Male,Houston,2024-08-22,0.0
3440,Manon,56,Male,Seattle,2024-03-21,184.17
3441,Alice,58,Female,New York,2024-07-21,335.42
3442,Ines,49,Male,Paris,2023-08-28,1038.2
3443,Lea,52,Male,Phoenix,2023-02-10,0.0
3444,Charlie,46,Male,Los Angeles,2024-06-03,407.1
3445,Sarah,20,Female,Denver,2023-03-26,0.0
3446,Lea,30,Female,Boston,2024-06-14,0.0
3447,Lina,38,Male,Denver,2024-06-19,807.65
3448,Jules,47,Male,Miami,2023-07-14,249.0
3449,Hugo,23,Female,Houston,2023-03-15,147.6
3450,Camille,25,Male,Philadelphia,2023-08-21,95.8
3451,Jules,39,Female,Seattle,2024-05-24,115.6
3452,Lina,47,Male,Denver,2023-05-26,539.78
3453,Manon,37,Female,Nice,2024-02-03,0.0
3454,Adam,55,Female,Lyon,2024-03-07,181.42
3455,Alice,46,Female,Boston,2024-03-30,149.0
3456,Grace,36,Female,Chicago,2023-10-14,143.1
3457,Lucas,63,Female,Phoenix,2023-03-17,1298.18
3458,Louis,23,Male,Chicago,2023-05-05,238.1
3459,Tom,31,Female,Toulouse,2023-10-29,251.7
3460,Charlie,30,Female,Denver,2024-07-17,1429.97
3461,Tom,40,Male,Lyon,2023-04-07,346.45
3462,Lea,48,Male,Lyon,2024-10-17,299.85
3463,Lina,47,Male,Paris,2024-10-11,0.0
3464,Lina,32,Female,Philadelphia,2024-04-21,524.39
3465,Sarah,38,Male,Denver,2023-10-29,72.12
3466,Ines,30,Female,Philadelphia,2023-04-11,1152.53
3467,Adam,49,Male,Boston,2024-05-15,158.7
3468,Lucas,34,Male,Atlanta,2024-01-14,823.99
3469,Lea,38,Male,New York,2024-01-12,183.4
3470,Lucas,56,Male,Boston,2024-03-31,341.46
3471,Emma,27,Female,Atlanta,2023-03-24,363.61
3472,Lucas,35,Female,Atlanta,2024-07-02,780.29
3473,Lina,51,Male,Philadelphia,2023-12-07,39.9
3474,Camille,48,Male,Lyon,2024-09-11,419.45
3475,Lucas,30,Female,Nice,2023-02-12,94.75
3476,Jules,19,Male,Toulouse,2024-06-12,1516.87
3477,Ines,18,Male,Denver,2023-05-04,0.0
3478,Lea,27,Female,Paris,2023-07-05,1507.38
3479,Noah,52,Female,Los Angeles,2023-02-18,958.76
3480,Ines,40,Male,San Antonio,2023-06-25,825.25
3481,Tom,46,Male,Dallas,2024-06-14,0.0
3482,Emma,46,Male,Boston,2024-01-06,139.0
3483,Louis,44,Female,Nice,2024-04-13,0.0
3484,Lucas,31,Male,Marseille,2024-07-28,827.5
3485,Jules,36,Male,Houston,2024-09-06,0.0
3486,Hugo,30,Female,Chicago,2023-08-22,613.72
3487,Sarah,31,Female,Lyon,2024-07-08,515.9
3488,Ines,40,Male,Phoenix,2023-09-12,0.0
3489,Alice,43,Male,San Antonio,2024-04-09,227.2
3490,Tom,40,Male,Nice,2024-02-14,0.0
3491,Charlie,39,Female,Miami,2023-08-27,635.36
3492,Chloe,42,Male,Miami,2024-10-06,0.0
3493,Nathan,32,Male,Dallas,2023-06-23,798.7
3494,Hugo,31,Male,New York,2024-09-17,283.8
3495,Manon,30,Male,Dallas,2023-06-21,0.0
3496,Louis,28,Male,Phoenix,2024-06-11,224.75
3497,Lina,18,Male,Marseille,2024-08-19,134.75
3498,Sarah,41,Female,Nice,2023-04-06,411.2
3499,Chloe,33,Male,Dallas,2024-04-13,146.25
3500,Emma,34,Female,Los Angeles,2023-04-14,527.05
3501,Ines,58,Male,Atlanta,2024-03-14,462.35
3502,Jules,56,Female,Boston,2023-07-05,1062.0
3503,Alice,27,Male,Dallas,2023-03-20,274.96
3504,Camille,40,Male,Phoenix,2024-08-23,0.0
3505,Chloe,57,Female,Marseille,2023-12-05,694.09
3506,Louis,42,Male,Toulouse,2024-10-23,0.0
3507,Alice,39,Female,Atlanta,2024-08-12,0.0
3508,Sarah,35,Male,Miami,2023-12-25,72.6
3509,Alice,31,Female,San Antonio,2024-01-31,45.6
3510,Noah,36,Male,New York,2023-12-10,816.92
3511,Lucas,41,Male,Toulouse,2024-05-01,0.0
3512,Lea,61,Male,New York,2023-02-13,2116.65
3513,Jules,35,Male,New York,2024-04-15,421.29
3514,Ines,30,Female,Nice,2023-04-07,566.47
3515,Adam,40,Female,Nice,2024-01-18,493.58
3516,Sarah,22,Male,Toulouse,2023-10-22,658.38
3517,Bob,31,Male,New York,2024-07-22,0.0
3518,Sarah,35,Male,Chicago,2023-04-21,0.0
3519,Bob,18,Male,Los Angeles,2023-04-07,234.76
3520,Lina,39,Female,Phoenix,2024-01-20,0.0
3521,Sarah,29,Male,New York,2024-07-20,0.0
3522,Bob,52,Male,Atlanta,2023-05-21,428.3
3523,Lea,43,Male,San Antonio,2024-08-24,0.0
3524,Grace,19,Female,Phoenix,2024-09-20,178.0
3525,Lea,38,Male,Boston,2024-03-23,31.9
3526,Tom,43,Male,Seattle,2024-09-02,98.75
3527,Grace,39,Female,Philadelphia,2023-03-07,251.79
3528,Lea,22,Male,New York,2024-08-16,129.9
3529,Grace,42,Male,Chicago,2024-10-06,89.5
3530,Alice,19,Female,Denver,2023-11-04,322.37
3531,Alice,51,Female,Toulouse,2024-01-22,408.9
3532,Lina,47,Male,Miami,2024-05-01,291.6
3533,Camille,21,Male,Seattle,2023-07-22,0.0
3534,Jules,41,Male,Marseille,2023-08-12,0.0
3535,Charlie,44,Male,Houston,2023-02-10,1212.02
3536,Adam,44,Female,Philadelphia,2023-12-07,387.0
3537,Emma,47,Female,Dallas,2024-10-01,397.39
3538,Ines,45,Male,Houston,2024-07-27,385.95
3539,Nathan,47,Female,Dallas,2023-03-04,119.7
3540,Louis,42,Male,Denver,2023-04-11,2214.7
3541,Grace,23,Male,Marseille,2024-08-15,38.9
3542,Ines,47,Male,San Antonio,2023-02-03,174.9
3543,Louis,29,Male,Chicago,2024-03-26,0.0
3544,Louis,40,Female,Nice,2023-06-23,129.9
3545,Jules,44,Male,Denver,2024-08-17,0.0
3546,Sarah,18,Female,Atlanta,2023-07-20,0.0
3547,Louis,18,Male,Lyon,2024-05-26,0.0
3548,Sarah,23,Male,Lyon,2023-12-17,1397.5
3549,Jules,22,Male,Toulouse,2023-01-10,1473.25
3550,Jules,34,Male,Boston,2024-07-09,88.8
3551,Tom,29,Female,Houston,2023-02-24,0.0
3552,Grace,18,Male,Marseille,2023-05-20,0.0
3553,Noah,35,Female,New York,2024-01-05,268.5
3554,Camille,34,Female,Philadelphia,2023-07-17,509.52
3555,Sarah,23,Male,Denver,2023-12-13,262.35
3556,Bob,43,Female,Toulouse,2024-07-19,0.0
3557,Manon,25,Female,Atlanta,2023-05-02,64.8
3558,Lea,18,Male,Marseille,2023-07-24,234.83
3559,Charlie,27,Male,Phoenix,2024-03-25,42.8
3560,Emma,61,Male,Dallas,2023-09-06,808.01
3561,Chloe,24,Male,Chicago,2023-05-24,536.1
3562,Lina,44,Male,Nice,2024-10-07,182.5
3563,Chloe,32,Male,New York,2023-09-24,1254.89
3564,Lina,43,Male,Paris,2024-03-21,200.95
3565,Tom,46,Female,Dallas,2023-12-21,172.83
3566,Noah,37,Male,San Antonio,2024-01-29,254.0
3567,Noah,38,Female,Lyon,2023-08-17,47.9
3568,Jules,37,Female,Boston,2024-08-24,254.76
3569,Sarah,50,Male,Phoenix,2023-08-11,102.4
3570,Camille,22,Male,Paris,2024-01-30,592.65
3571,Noah,48,Female,Atlanta,2024-06-05,0.0
3572,Lucas,36,Female,Seattle,2023-01-14,481.4
3573,Nathan,23,Male,Boston,2024-06-18,0.0
3574,Camille,28,Male,Seattle,2024-07-14,456.25
3575,Ines,46,Male,Seattle,2024-07-22,0.0
3576,Emma,30,Female,Los Angeles,2023-10-02,0.0
3577,Jules,18,Male,New York,2023-01-16,0.0
3578,Jules,32,Female,Los Angeles,2023-05-30,696.25
3579,Noah,45,Female,Paris,2023-03-16,52.9
3580,Grace,34,Female,Seattle,2024-09-02,821.0
3581,Chloe,41,Male,Toulouse,2024-10-18,629.1
3582,Alice,34,Female,Paris,2024-09-17,0.0
3583,Alice,19,Female,Denver,2024-07-03,0.0
3584,Emma,42,Male,Lyon,2024-04-21,0.0
3585,Alice,39,Female,Lyon,2023-06-12,216.4
3586,Hugo,50,Female,Phoenix,2023-02-10,0.0
3587,Hugo,48,Female,San Antonio,2023-08-08,0.0
3588,Camille,46,Female,Boston,2024-10-06,220.65
3589,Louis,37,Male,Denver,2024-06-14,191.6
3590,Ines,18,Female,Philadelphia,2023-07-06,132.79
3591,Lea,18,Female,Atlanta,2023-01-14,426.86
3592,Lucas,37,Male,Houston,2023-01-24,0.0
3593,Louis,61,Male,Paris,2023-07-21,1192.82
3594,Noah,38,Female,Atlanta,2023-12-27,262.05
3595,Nathan,34,Female,Los Angeles,2024-05-17,621.4
3596,Bob,18,Female,Lyon,2024-03-01,367.37
3597,Camille,35,Male,San Antonio,2023-01-20,0.0
3598,Emma,26,Female,Chicago,2024-01-01,0.0
3599,Bob,34,Male,Miami,2024-08-12,0.0
3600,Charlie,38,Male,Marseille,2023-10-06,0.0
3601,Ines,18,Male,San Antonio,2023-01-30,182.5
3602,Adam,35,Female,Toulouse,2024-10-29,0.0
3603,Noah,35,Male,Toulouse,2023-03-14,217.8
3604,Sarah,29,Female,Miami,2024-10-18,1099.47
3605,Chloe,41,Male,Marseille,2023-12-02,419.5
3606,Chloe,48,Female,Miami,2023-04-25,0.0
3607,Ines,19,Female,Houston,2024-02-28,0.0
3608,Jules,30,Male,Nice,2024-03-05,1061.39
3609,Grace,44,Male,Paris,2023-03-18,1044.05
3610,Ines,45,Male,Seattle,2024-01-08,209.85
3611,Alice,44,Female,Denver,2024-02-12,219.2
3612,Emma,64,Male,Chicago,2024-02-05,145.9
3613,Adam,43,Female,Philadelphia,2024-03-09,36.06
3614,Bob,18,Male,Philadelphia,2023-12-04,718.2
3615,Tom,47,Male,Seattle,2023-08-21,0.0
3616,Ines,49,Male,Seattle,2024-06-06,189.5
3617,Alice,35,Female,Paris,2024-08-02,0.0
3618,Noah,18,Male,Paris,2024-05-21,115.6
3619,Tom,58,Male,San Antonio,2024-10-02,763.58
3620,Lucas,21,Male,Dallas,2023-09-22,438.9
3621,Tom,34,Female,Dallas,2023-04-06,221.18
3622,Chloe,31,Female,Nice,2024-06-17,0.0
3623,Sarah,29,Male,Toulouse,2023-11-06,88.95
3624,Jules,59,Male,Seattle,2023-01-06,105.3
3625,Lea,48,Female,Lyon,2024-03-18,0.0
3626,Jules,38,Male,Houston,2023-04-09,325.2
3627,Grace,43,Female,Phoenix,2024-10-25,0.0
3628,Tom,27,Male,San Antonio,2024-05-24,189.5
3629,Charlie,33,Female,Chicago,2024-06-05,457.35
3630,Chloe,18,Male,Denver,2023-05-05,0.0
3631,Bob,29,Male,Boston,2024-09-16,63.8
3632,Charlie,26,Male,Los Angeles,2024-05-26,932.65
3633,Jules,29,Male,Atlanta,2023-06-07,81.2
3634,Charlie,39,Female,Nice,2024-03-29,0.0
3635,Alice,72,Female,Toulouse,2024-06-15,625.46
3636,Nathan,47,Female,Miami,2024-05-29,354.8
3637,Ines,45,Female,Phoenix,2023-12-31,569.2
3638,Tom,35,Female,New York,2023-03-29,145.95
3639,Camille,35,Female,San Antonio,2024-06-12,216.8
3640,Lucas,33,Female,Denver,2024-09-26,83.6
3641,Adam,44,Male,Denver,2024-06-29,126.9
3642,Noah,41,Male,Boston,2024-08-02,339.6
3643,Lina,47,Female,San Antonio,2023-02-12,0.0
3644,Grace,49,Male,Nice,2023-07-09,771.84
3645,Adam,26,Female,Toulouse,2023-12-31,0.0
3646,Charlie,18,Male,Los Angeles,2023-11-05,398.93
3647,Lucas,48,Female,San Antonio,2024-04-13,0.0
3648,Louis,45,Female,Houston,2023-06-16,576.95
3649,Emma,28,Female,Lyon,2024-03-21,259.6
3650,Noah,31,Male,Los Angeles,2023-10-31,345.38
3651,Tom,58,Female,Paris,2023-03-16,0.0
3652,Chloe,53,Male,Philadelphia,2023-08-23,1015.52
3653,Nathan,41,Male,Houston,2023-06-07,339.6
3654,Grace,45,Female,Marseille,2023-11-11,108.18
3655,Ines,38,Female,Seattle,2024-10-11,0.0
3656,Manon,53,Female,Marseille,2024-08-28,92.79
3657,Sarah,36,Female,Houston,2024-01-15,1062.87
3658,Jules,22,Female,Miami,2023-12-09,470.4
3659,Emma,29,Male,Denver,2024-06-06,793.5
3660,Adam,41,Female,Toulouse,2023-08-14,0.0
3661,Lina,43,Male,Marseille,2023-01-29,0.0
3662,Ines,45,Male,Dallas,2023-06-15,67.85
3663,Lucas,50,Female,Los Angeles,2023-07-25,144.8
3664,Manon,18,Male,Los Angeles,2024-10-22,44.5
3665,Chloe,33,Male,Paris,2024-07-12,67.85
3666,Sarah,53,Male,Seattle,2023-01-10,384.7
3667,Camille,37,Female,Chicago,2024-10-28,453.0
3668,Lea,44,Female,Paris,2024-10-15,357.98
3669,Hugo,44,Female,Chicago,2023-09-09,316.05
3670,Charlie,30,Female,Phoenix,2024-09-28,89.99
3671,Chloe,44,Female,Nice,2024-01-01,0.0
3672,Sarah,38,Male,Philadelphia,2024-10-04,0.0
3673,Louis,38,Female,Toulouse,2023-12-17,0.0
3674,Lucas,44,Female,Houston,2024-06-26,0.0
3675,Lucas,22,Female,Dallas,2023-08-12,0.0
3676,Ines,39,Male,Phoenix,2024-02-02,130.66
3677,Manon,33,Male,Dallas,2023-12-04,493.75
3678,Camille,35,Male,Boston,2023-11-22,383.88
3679,Hugo,51,Female,Boston,2024-02-01,0.0
3680,Emma,28,Male,Dallas,2023-04-14,298.43
3681,Lea,27,Male,Seattle,2023-08-03,0.0
3682,Hugo,60,Male,Houston,2023-03-12,22.84
3683,Jules,24,Female,San Antonio,2024-01-30,312.37
3684,Sarah,52,Male,Dallas,2023-02-23,940.14
3685,Ines,39,Male,Paris,2023-01-17,631.45
3686,Louis,44,Male,Nice,2023-06-08,119.28
3687,Hugo,38,Female,Dallas,2023-06-13,0.0
3688,Adam,26,Male,Chicago,2024-04-23,0.0
3689,Adam,52,Female,Lyon,2024-04-01,0.0
3690,Grace,46,Male,Dallas,2023-02-18,73.31
3691,Adam,49,Female,San Antonio,2023-09-10,455.35
3692,Grace,31,Male,Paris,2023-10-01,657.8
3693,Grace,46,Male,Houston,2024-01-12,469.99
3694,Adam,55,Male,San Antonio,2023-12-02,313.8
3695,Camille,40,Female,Dallas,2023-12-31,414.6
3696,Louis,31,Female,Denver,2024-05-11,0.0
3697,Grace,51,Female,Chicago,2024-05-20,0.0
3698,Bob,61,Female,Los Angeles,2024-09-08,428.44
3699,Emma,20,Female,Seattle,2024-02-24,135.75
3700,Charlie,47,Female,Phoenix,2024-04-06,621.2
3701,Bob,18,Female,Lyon,2023-10-25,0.0
3702,Chloe,53,Female,Paris,2023-10-17,682.75
3703,Adam,18,Male,Toulouse,2023-08-31,265.6
3704,Jules,41,Female,Boston,2023-08-03,290.4
3705,Jules,29,Female,Atlanta,2023-12-29,735.73
3706,Ines,47,Female,Houston,2023-08-23,0.0
3707,Hugo,54,Female,Seattle,2023-06-09,931.49
3708,Adam,37,Male,New York,2024-04-02,290.91
3709,Noah,42,Female,Houston,2024-05-31,0.0
3710,Lina,26,Female,Philadelphia,2023-12-30,759.7
3711,Lea,30,Female,Nice,2023-12-24,548.7
3712,Tom,37,Male,San Antonio,2023-07-16,464.6
3713,Lucas,55,Female,Boston,2023-08-16,368.04
3714,Grace,50,Male,Paris,2023-11-20,91.7
3715,Bob,42,Male,Paris,2024-05-13,0.0
3716,Noah,37,Female,Lyon,2024-09-07,512.2
3717,Louis,33,Male,Lyon,2023-05-09,404.89
3718,Emma,46,Female,Denver,2024-07-08,0.0
3719,Chloe,34,Female,Nice,2024-04-30,99.5
3720,Lina,44,Male,Houston,2024-06-03,626.47
3721,Hugo,57,Male,San Antonio,2023-04-10,778.73
3722,Jules,32,Female,Boston,2023-12-13,0.0
3723,Chloe,41,Female,Phoenix,2024-06-10,925.4
3724,Sarah,45,Male,Paris,2024-05-22,152.05
3725,Lea,45,Male,Nice,2023-06-08,0.0
3726,Ines,18,Male,Lyon,2024-01-14,126.9
3727,Lucas,37,Female,Chicago,2024-06-10,0.0
3728,Charlie,18,Male,Houston,2024-07-02,510.65
3729,Jules,37,Male,Boston,2023-08-09,336.37
3730,Alice,18,Female,Dallas,2024-04-27,353.34
3731,Alice,24,Female,Phoenix,2023-04-24,708.75
3732,Lina,34,Female,Chicago,2023-07-10,83.6
3733,Ines,23,Female,New York,2023-11-13,807.38
3734,Emma,56,Male,Lyon,2024-04-02,108.64
3735,Camille,18,Male,Houston,2023-01-25,239.65
3736,Grace,39,Female,Dallas,2024-08-04,156.5
3737,Emma,36,Male,Marseille,2023-01-09,159.9
3738,Nathan,49,Female,Marseille,2023-08-12,1337.34
3739,Charlie,44,Female,Lyon,2024-01-08,0.0
3740,Adam,51,Female,Atlanta,2024-07-04,195.0
3741,Hugo,37,Male,Lyon,2024-10-13,0.0
3742,Grace,35,Male,Toulouse,2024-05-20,345.4
3743,Camille,51,Male,Nice,2023-01-05,1356.98
3744,Lucas,28,Female,Philadelphia,2024-01-01,71.2
3745,Manon,52,Female,Paris,2024-06-30,112.0
3746,Manon,36,Male,Chicago,2023-02-05,360.85
3747,Hugo,52,Female,Seattle,2023-04-18,513.64
3748,Bob,21,Male,Phoenix,2024-05-11,219.9
3749,Lucas,37,Female,Los Angeles,2023-06-15,0.0
3750,Bob,44,Male,Toulouse,2023-08-30,1674.02
3751,Louis,45,Female,Denver,2023-05-25,275.1
3752,Tom,47,Male,Boston,2024-07-31,134.92
3753,Chloe,46,Female,Toulouse,2024-04-16,129.6
3754,Ines,18,Male,New York,2023-06-07,49.9
3755,Tom,27,Female,Los Angeles,2023-09-19,0.0
3756,Jules,33,Male,New York,2023-03-11,1772.35
3757,Lea,58,Male,Houston,2023-10-10,138.74
3758,Noah,47,Male,Marseille,2023-03-27,190.35
3759,Lucas,18,Female,New York,2024-01-07,479.64
3760,Lucas,24,Male,Los Angeles,2024-07-29,79.8
3761,Noah,45,Female,San Antonio,2024-02-26,298.7
3762,Alice,27,Male,Chicago,2023-03-19,0.0
3763,Louis,63,Male,Paris,2024-06-08,312.97
3764,Louis,44,Female,Nice,2023-09-02,1163.77
3765,Chloe,32,Female,Philadelphia,2023-06-24,105.3
3766,Nathan,18,Female,Los Angeles,2024-01-03,198.42
3767,Lucas,27,Male,Philadelphia,2024-07-04,982.3
3768,Sarah,39,Male,Chicago,2024-03-23,0.0
3769,Charlie,50,Male,Nice,2023-11-20,0.0
3770,Grace,18,Male,Toulouse,2023-08-04,0.0
3771,Tom,41,Male,New York,2024-09-29,264.15
3772,Tom,37,Male,Miami,2023-09-10,0.0
3773,Charlie,50,Male,New York,2023-06-25,318.55
3774,Lucas,32,Male,Nice,2023-09-05,162.4
3775,Grace,38,Female,Miami,2023-05-01,464.0
3776,Camille,37,Female,Seattle,2023-04-01,1783.0
3777,Adam,18,Male,Paris,2023-09-10,0.0
3778,Alice,59,Female,Nice,2023-02-02,171.68
3779,Noah,24,Male,Chicago,2023-06-26,0.0
3780,Emma,44,Male,Dallas,2024-03-31,94.75
3781,Lina,31,Male,Denver,2024-10-23,449.7
3782,Noah,18,Male,Toulouse,2023-11-17,145.7
3783,Jules,25,Male,Seattle,2023-03-05,449.8
3784,Hugo,25,Male,Philadelphia,2024-01-16,128.4
3785,Nathan,45,Male,Atlanta,2023-06-01,0.0
3786,Manon,27,Female,Paris,2024-05-16,480.1
3787,Adam,45,Female,Los Angeles,2024-07-11,95.82
3788,Charlie,40,Male,Boston,2023-02-26,242.4
3789,Lea,50,Male,Lyon,2023-02-10,714.26
3790,Louis,35,Male,Paris,2023-05-08,1461.98
3791,Lucas,50,Female,Seattle,2023-05-22,0.0
3792,Lucas,53,Female,San Antonio,2023-01-04,426.87
3793,Noah,38,Female,Houston,2024-09-04,0.0
3794,Noah,28,Female,Toulouse,2024-10-17,199.0
3795,Manon,44,Male,New York,2024-09-19,72.6
3796,Jules,18,Male,Miami,2023-09-10,366.8
3797,Bob,26,Female,Nice,2023-09-01,316.28
3798,Emma,30,Male,Chicago,2023-11-17,609.02
3799,Noah,50,Female,San Antonio,2023-04-17,171.68
3800,Manon,51,Male,Seattle,2024-02-03,344.67
3801,Camille,54,Male,Nice,2024-07-16,149.99
3802,Jules,47,Male,Chicago,2023-04-09,1521.3
3803,Noah,27,Female,Atlanta,2023-04-11,77.25
3804,Nathan,33,Male,New York,2023-10-08,385.34
3805,Noah,47,Female,San Antonio,2023-09-14,1211.2
